TIMESTAMP,FORECAST
20131104 9:00,0.28353214
20131104 10:00,0.3377281
20131104 11:00,0.4166454
20131104 12:00,0.46730155
20131104 13:00,0.5048082
20131104 14:00,0.5401137
20131104 15:00,0.5663255
20131104 16:00,0.60934687
20131104 17:00,0.6515782
20131104 18:00,0.6376088
20131104 19:00,0.6049523
20131104 20:00,0.5845185
20131104 21:00,0.67405444
20131104 22:00,0.742948
20131104 23:00,0.7583854
20131105 0:00,0.66139174
20131105 1:00,0.4463659
20131105 2:00,0.3277276
20131105 3:00,0.22063248
20131105 4:00,0.14175883
20131105 5:00,0.09116639
20131105 6:00,0.052068755
20131105 7:00,0.04276529
20131105 8:00,0.10004832
20131105 9:00,0.20980704
20131105 10:00,0.32335153
20131105 11:00,0.31464946
20131105 12:00,0.3040792
20131105 13:00,0.3115216
20131105 14:00,0.31777227
20131105 15:00,0.3192674
20131105 16:00,0.29220814
20131105 17:00,0.27408493
20131105 18:00,0.28925315
20131105 19:00,0.3131805
20131105 20:00,0.3283218
20131105 21:00,0.4218388
20131105 22:00,0.43692318
20131105 23:00,0.5044607
20131106 0:00,0.5018085
20131106 1:00,0.3883013
20131106 2:00,0.29848796
20131106 3:00,0.22687566
20131106 4:00,0.20031966
20131106 5:00,0.20276329
20131106 6:00,0.19581804
20131106 7:00,0.17822918
20131106 8:00,0.09698939
20131106 9:00,0.097509354
20131106 10:00,0.07052219
20131106 11:00,0.2257305
20131106 12:00,0.19436155
20131106 13:00,0.37847897
20131106 14:00,0.4760015
20131106 15:00,0.52222204
20131106 16:00,0.48624474
20131106 17:00,0.35571587
20131106 18:00,0.17736204
20131106 19:00,0.11884404
20131106 20:00,0.14185351
20131106 21:00,0.22709559
20131106 22:00,0.078165114
20131106 23:00,0.05167839
20131107 0:00,0.20185153
20131107 1:00,0.3533393
20131107 2:00,0.432841
20131107 3:00,0.32841653
20131107 4:00,0.40689027
20131107 5:00,0.50724125
20131107 6:00,0.63611436
20131107 7:00,0.82079023
20131107 8:00,0.7645496
20131107 9:00,0.41976067
20131107 10:00,0.06353909
20131107 11:00,0.016144007
20131107 12:00,0.3623928
20131107 13:00,0.40050298
20131107 14:00,0.43764567
20131107 15:00,0.19390348
20131107 16:00,0.6064936
20131107 17:00,0.69286007
20131107 18:00,0.74199855
20131107 19:00,0.6952553
20131107 20:00,0.7276498
20131107 21:00,0.7222175
20131107 22:00,0.78758574
20131107 23:00,0.8189786
20131108 0:00,0.8306807
20131108 1:00,0.8219051
20131108 2:00,0.8211103
20131108 3:00,0.82191575
20131108 4:00,0.8369821
20131108 5:00,0.841366
20131108 6:00,0.8146829
20131108 7:00,0.78599143
20131108 8:00,0.7445476
20131108 9:00,0.6480688
20131108 10:00,0.5435444
20131108 11:00,0.45673525
20131108 12:00,0.39430785
20131108 13:00,0.35254222
20131108 14:00,0.3249946
20131108 15:00,0.22214174
20131108 16:00,0.15479591
20131108 17:00,0.16394083
20131108 18:00,0.1981298
20131108 19:00,0.15065756
20131108 20:00,0.13673776
20131108 21:00,0.2608109
20131108 22:00,0.41442665
20131108 23:00,0.46712312
20131109 0:00,0.42843813
20131109 1:00,0.42734653
20131109 2:00,0.45493397
20131109 3:00,0.50608003
20131109 4:00,0.56915975
20131109 5:00,0.5984855
20131109 6:00,0.60514855
20131109 7:00,0.6172908
20131109 8:00,0.6573678
20131109 9:00,0.62084144
20131109 10:00,0.47831273
20131109 11:00,0.41429272
20131109 12:00,0.37163782
20131109 13:00,0.36869743
20131109 14:00,0.47188854
20131109 15:00,0.44571215
20131109 16:00,0.39906445
20131109 17:00,0.38150334
20131109 18:00,0.37905326
20131109 19:00,0.3735952
20131109 20:00,0.38679743
20131109 21:00,0.44919705
20131109 22:00,0.544545
20131109 23:00,0.54036176
20131110 0:00,0.4931668
20131110 1:00,0.5471198
20131110 2:00,0.53550386
20131110 3:00,0.5121404
20131110 4:00,0.5125211
20131110 5:00,0.54077864
20131110 6:00,0.5669685
20131110 7:00,0.578939
20131110 8:00,0.5475781
20131110 9:00,0.39845896
20131110 10:00,0.33612564
20131110 11:00,0.40195888
20131110 12:00,0.53152657
20131110 13:00,0.45164603
20131110 14:00,0.40518463
20131110 15:00,0.36712524
20131110 16:00,0.32854843
20131110 17:00,0.2776395
20131110 18:00,0.21004632
20131110 19:00,0.15626088
20131110 20:00,0.17716973
20131110 21:00,0.25248548
20131110 22:00,0.29624882
20131110 23:00,0.4122178
20131111 0:00,0.43880272
20131111 1:00,0.38536015
20131111 2:00,0.3870069
20131111 3:00,0.43180734
20131111 4:00,0.46985066
20131111 5:00,0.48648238
20131111 6:00,0.49559328
20131111 7:00,0.51290154
20131111 8:00,0.47048295
20131111 9:00,0.28554332
20131111 10:00,0.20193008
20131111 11:00,0.372694
20131111 12:00,0.40333837
20131111 13:00,0.26820257
20131111 14:00,0.18103316
20131111 15:00,0.10092908
20131111 16:00,0.07714373
20131111 17:00,0.07500914
20131111 18:00,0.07579121
20131111 19:00,0.07311171
20131111 20:00,0.0687985
20131111 21:00,0.10818598
20131111 22:00,0.16985652
20131111 23:00,0.32276487
20131112 0:00,0.3912685
20131112 1:00,0.42771935
20131112 2:00,0.44415247
20131112 3:00,0.48493433
20131112 4:00,0.50158215
20131112 5:00,0.52078027
20131112 6:00,0.55040467
20131112 7:00,0.576473
20131112 8:00,0.6172522
20131112 9:00,0.6156039
20131112 10:00,0.5397864
20131112 11:00,0.44115412
20131112 12:00,0.3739355
20131112 13:00,0.29813814
20131112 14:00,0.23327757
20131112 15:00,0.18049131
20131112 16:00,0.13758501
20131112 17:00,0.118518546
20131112 18:00,0.107637554
20131112 19:00,0.090314195
20131112 20:00,0.06842235
20131112 21:00,0.19891234
20131112 22:00,0.0915443
20131112 23:00,0.031234175
20131113 0:00,0.022932664
20131113 1:00,0.01648596
20131113 2:00,0.026132643
20131113 3:00,0.073107034
20131113 4:00,0.17656803
20131113 5:00,0.27209058
20131113 6:00,0.33415234
20131113 7:00,0.365929
20131113 8:00,0.3919204
20131113 9:00,0.39184663
20131113 10:00,0.5107959
20131113 11:00,0.4834635
20131113 12:00,0.37189013
20131113 13:00,0.29395586
20131113 14:00,0.322059
20131113 15:00,0.4054026
20131113 16:00,0.39914602
20131113 17:00,0.37351403
20131113 18:00,0.35044798
20131113 19:00,0.3555536
20131113 20:00,0.37430197
20131113 21:00,0.404783
20131113 22:00,0.37777457
20131113 23:00,0.2499568
20131114 0:00,0.0808865
20131114 1:00,0.03921345
20131114 2:00,0.21058616
20131114 3:00,0.42357504
20131114 4:00,0.5078075
20131114 5:00,0.48743847
20131114 6:00,0.41634765
20131114 7:00,0.35694164
20131114 8:00,0.29105026
20131114 9:00,0.113921255
20131114 10:00,0.14874092
20131114 11:00,0.264958
20131114 12:00,0.53187525
20131114 13:00,0.6046647
20131114 14:00,0.6066743
20131114 15:00,0.5860973
20131114 16:00,0.51298946
20131114 17:00,0.45841762
20131114 18:00,0.5097229
20131114 19:00,0.5242269
20131114 20:00,0.52245235
20131114 21:00,0.5808287
20131114 22:00,0.623618
20131114 23:00,0.67567074
20131115 0:00,0.6388762
20131115 1:00,0.48676383
20131115 2:00,0.28872842
20131115 3:00,0.03879583
20131115 4:00,0.016929716
20131115 5:00,0.016339332
20131115 6:00,0.016031802
20131115 7:00,0.019591436
20131115 8:00,0.060410976
20131115 9:00,0.04577042
20131115 10:00,0.04806298
20131115 11:00,0.07812813
20131115 12:00,0.21280305
20131115 13:00,0.46518952
20131115 14:00,0.7003288
20131115 15:00,0.691567
20131115 16:00,0.6668331
20131115 17:00,0.631124
20131115 18:00,0.6094328
20131115 19:00,0.60547304
20131115 20:00,0.61040974
20131115 21:00,0.6026774
20131115 22:00,0.6256155
20131115 23:00,0.57694894
20131116 0:00,0.497408
20131116 1:00,0.29192424
20131116 2:00,0.18493575
20131116 3:00,0.1988571
20131116 4:00,0.24846861
20131116 5:00,0.34237096
20131116 6:00,0.4214383
20131116 7:00,0.47640443
20131116 8:00,0.5049958
20131116 9:00,0.4295299
20131116 10:00,0.37658563
20131116 11:00,0.38168812
20131116 12:00,0.4456635
20131116 13:00,0.43087637
20131116 14:00,0.39350373
20131116 15:00,0.34475017
20131116 16:00,0.28404978
20131116 17:00,0.2564864
20131116 18:00,0.26343477
20131116 19:00,0.26947325
20131116 20:00,0.2915561
20131116 21:00,0.37738508
20131116 22:00,0.43466294
20131116 23:00,0.44852993
20131117 0:00,0.39666665
20131117 1:00,0.26631832
20131117 2:00,0.2504049
20131117 3:00,0.21614867
20131117 4:00,0.16870725
20131117 5:00,0.14469917
20131117 6:00,0.15702064
20131117 7:00,0.18261068
20131117 8:00,0.21165211
20131117 9:00,0.09509206
20131117 10:00,0.16219303
20131117 11:00,0.23215134
20131117 12:00,0.21428813
20131117 13:00,0.17990658
20131117 14:00,0.16589917
20131117 15:00,0.13660875
20131117 16:00,0.114078626
20131117 17:00,0.09302074
20131117 18:00,0.09873569
20131117 19:00,0.15068081
20131117 20:00,0.14262201
20131117 21:00,0.22361653
20131117 22:00,0.26361647
20131117 23:00,0.40482906
20131118 0:00,0.33296892
20131118 1:00,0.3024032
20131118 2:00,0.260685
20131118 3:00,0.23066007
20131118 4:00,0.21191037
20131118 5:00,0.1896548
20131118 6:00,0.167361
20131118 7:00,0.17397344
20131118 8:00,0.21875854
20131118 9:00,0.20838703
20131118 10:00,0.20164987
20131118 11:00,0.18808006
20131118 12:00,0.016333163
20131118 13:00,0.21229386
20131118 14:00,0.1692141
20131118 15:00,0.19103226
20131118 16:00,0.27149308
20131118 17:00,0.31997168
20131118 18:00,0.3323601
20131118 19:00,0.33711332
20131118 20:00,0.33925503
20131118 21:00,0.4107791
20131118 22:00,0.44150305
20131118 23:00,0.5668423
20131119 0:00,0.6706202
20131119 1:00,0.5948906
20131119 2:00,0.5293203
20131119 3:00,0.4646835
20131119 4:00,0.45231727
20131119 5:00,0.4345535
20131119 6:00,0.4204476
20131119 7:00,0.4186475
20131119 8:00,0.32914945
20131119 9:00,0.087515116
20131119 10:00,0.47556102
20131119 11:00,0.39513698
20131119 12:00,0.38913432
20131119 13:00,0.5054921
20131119 14:00,0.5469139
20131119 15:00,0.3597076
20131119 16:00,0.43431658
20131119 17:00,0.42673787
20131119 18:00,0.36790848
20131119 19:00,0.2601881
20131119 20:00,0.32902953
20131119 21:00,0.24647696
20131119 22:00,0.33947647
20131119 23:00,0.37547177
20131120 0:00,0.444701
20131120 1:00,0.13255554
20131120 2:00,0.13207878
20131120 3:00,0.3072241
20131120 4:00,0.4872053
20131120 5:00,0.5492965
20131120 6:00,0.540621
20131120 7:00,0.5488554
20131120 8:00,0.57615453
20131120 9:00,0.758242
20131120 10:00,0.71748626
20131120 11:00,0.59040594
20131120 12:00,0.48827326
20131120 13:00,0.4041342
20131120 14:00,0.38154805
20131120 15:00,0.369002
20131120 16:00,0.33164582
20131120 17:00,0.21870811
20131120 18:00,0.22913468
20131120 19:00,0.2345355
20131120 20:00,0.2850201
20131120 21:00,0.3866267
20131120 22:00,0.35482502
20131120 23:00,0.3208474
20131121 0:00,0.25436848
20131121 1:00,0.12502697
20131121 2:00,0.23952624
20131121 3:00,0.3560866
20131121 4:00,0.41679654
20131121 5:00,0.44667092
20131121 6:00,0.4641961
20131121 7:00,0.50057864
20131121 8:00,0.584265
20131121 9:00,0.5977921
20131121 10:00,0.4832078
20131121 11:00,0.4245395
20131121 12:00,0.38105774
20131121 13:00,0.31747353
20131121 14:00,0.2323655
20131121 15:00,0.23929715
20131121 16:00,0.16889763
20131121 17:00,0.1121214
20131121 18:00,0.08839342
20131121 19:00,0.07285997
20131121 20:00,0.11732835
20131121 21:00,0.22432765
20131121 22:00,0.38228613
20131121 23:00,0.37799728
20131122 0:00,0.34500462
20131122 1:00,0.4029512
20131122 2:00,0.4124243
20131122 3:00,0.40625748
20131122 4:00,0.4354653
20131122 5:00,0.49901688
20131122 6:00,0.5667832
20131122 7:00,0.5956846
20131122 8:00,0.6075301
20131122 9:00,0.58584523
20131122 10:00,0.55324394
20131122 11:00,0.4853803
20131122 12:00,0.39353734
20131122 13:00,0.320101
20131122 14:00,0.273854
20131122 15:00,0.23248893
20131122 16:00,0.22796975
20131122 17:00,0.21540985
20131122 18:00,0.2179428
20131122 19:00,0.21677756
20131122 20:00,0.2150756
20131122 21:00,0.2930967
20131122 22:00,0.4498094
20131122 23:00,0.50068676
20131123 0:00,0.4338943
20131123 1:00,0.44525242
20131123 2:00,0.39172253
20131123 3:00,0.38269958
20131123 4:00,0.3969745
20131123 5:00,0.42390844
20131123 6:00,0.4236775
20131123 7:00,0.45254278
20131123 8:00,0.5586231
20131123 9:00,0.55784607
20131123 10:00,0.4122087
20131123 11:00,0.3708793
20131123 12:00,0.28390855
20131123 13:00,0.27584347
20131123 14:00,0.3135439
20131123 15:00,0.31135106
20131123 16:00,0.33157218
20131123 17:00,0.3126642
20131123 18:00,0.27221096
20131123 19:00,0.24173622
20131123 20:00,0.28837666
20131123 21:00,0.38862562
20131123 22:00,0.38871807
20131123 23:00,0.3205117
20131124 0:00,0.23464756
20131124 1:00,0.069129944
20131124 2:00,0.039748043
20131124 3:00,0.05852814
20131124 4:00,0.09324995
20131124 5:00,0.13709669
20131124 6:00,0.18208231
20131124 7:00,0.22896864
20131124 8:00,0.24299295
20131124 9:00,0.23781867
20131124 10:00,0.26423863
20131124 11:00,0.36266753
20131124 12:00,0.4120661
20131124 13:00,0.45435333
20131124 14:00,0.45770377
20131124 15:00,0.43595195
20131124 16:00,0.40434632
20131124 17:00,0.37902546
20131124 18:00,0.35202485
20131124 19:00,0.3526543
20131124 20:00,0.37602484
20131124 21:00,0.42729992
20131124 22:00,0.46030763
20131124 23:00,0.46620652
20131125 0:00,0.38156208
20131125 1:00,0.14625606
20131125 2:00,0.034345523
20131125 3:00,0.018012881
20131125 4:00,0.016693875
20131125 5:00,0.016294897
20131125 6:00,0.016115695
20131125 7:00,0.016221762
20131125 8:00,0.01806575
20131125 9:00,0.03999257
20131125 10:00,0.22921686
20131125 11:00,0.35809356
20131125 12:00,0.301939
20131125 13:00,0.33386564
20131125 14:00,0.3923985
20131125 15:00,0.42542398
20131125 16:00,0.4329149
20131125 17:00,0.4398417
20131125 18:00,0.4319151
20131125 19:00,0.42441934
20131125 20:00,0.39315504
20131125 21:00,0.4538813
20131125 22:00,0.486679
20131125 23:00,0.46987993
20131126 0:00,0.35467142
20131126 1:00,0.07453807
20131126 2:00,0.038865358
20131126 3:00,0.030357093
20131126 4:00,0.03216642
20131126 5:00,0.050089777
20131126 6:00,0.08252482
20131126 7:00,0.13127133
20131126 8:00,0.18243779
20131126 9:00,0.099763945
20131126 10:00,0.20302957
20131126 11:00,0.40371668
20131126 12:00,0.5305964
20131126 13:00,0.4358506
20131126 14:00,0.4481467
20131126 15:00,0.4794796
20131126 16:00,0.5208745
20131126 17:00,0.5624151
20131126 18:00,0.56183594
20131126 19:00,0.55434287
20131126 20:00,0.55968446
20131126 21:00,0.6350102
20131126 22:00,0.6124034
20131126 23:00,0.69875383
20131127 0:00,0.7617055
20131127 1:00,0.68925405
20131127 2:00,0.6365583
20131127 3:00,0.62204134
20131127 4:00,0.6174984
20131127 5:00,0.60156673
20131127 6:00,0.5582448
20131127 7:00,0.50468206
20131127 8:00,0.42215377
20131127 9:00,0.069904715
20131127 10:00,0.19004422
20131127 11:00,0.54560536
20131127 12:00,0.49323875
20131127 13:00,0.42887354
20131127 14:00,0.34345546
20131127 15:00,0.056307927
20131127 16:00,0.018401727
20131127 17:00,0.026644036
20131127 18:00,0.02786231
20131127 19:00,0.025843903
20131127 20:00,0.021469533
20131127 21:00,0.03485492
20131127 22:00,0.4794779
20131127 23:00,0.7099739
20131128 0:00,0.72102237
20131128 1:00,0.4508473
20131128 2:00,0.67465943
20131128 3:00,0.48457626
20131128 4:00,0.4966389
20131128 5:00,0.5959664
20131128 6:00,0.49506158
20131128 7:00,0.24942407
20131128 8:00,0.36210918
20131128 9:00,0.35562742
20131128 10:00,0.45173162
20131128 11:00,0.4360643
20131128 12:00,0.4314921
20131128 13:00,0.55254775
20131128 14:00,0.5514406
20131128 15:00,0.5211117
20131128 16:00,0.54721755
20131128 17:00,0.5205686
20131128 18:00,0.5679882
20131128 19:00,0.5780101
20131128 20:00,0.58546245
20131128 21:00,0.66720504
20131128 22:00,0.7012298
20131128 23:00,0.6825334
20131129 0:00,0.6426891
20131129 1:00,0.5849507
20131129 2:00,0.5195209
20131129 3:00,0.4968409
20131129 4:00,0.5016168
20131129 5:00,0.50068784
20131129 6:00,0.5112385
20131129 7:00,0.5366396
20131129 8:00,0.56816995
20131129 9:00,0.52503335
20131129 10:00,0.40292943
20131129 11:00,0.43800947
20131129 12:00,0.5053624
20131129 13:00,0.5667725
20131129 14:00,0.61030066
20131129 15:00,0.6491008
20131129 16:00,0.65504104
20131129 17:00,0.65790063
20131129 18:00,0.68458414
20131129 19:00,0.7234076
20131129 20:00,0.74229485
20131129 21:00,0.7839758
20131129 22:00,0.8374541
20131129 23:00,0.84494185
20131130 0:00,0.8384647
20131130 1:00,0.77931845
20131130 2:00,0.73526824
20131130 3:00,0.6399608
20131130 4:00,0.5976766
20131130 5:00,0.58100224
20131130 6:00,0.5656924
20131130 7:00,0.55886745
20131130 8:00,0.598068
20131130 9:00,0.4562929
20131130 10:00,0.45352116
20131130 11:00,0.53733003
20131130 12:00,0.6007433
20131130 13:00,0.64860374
20131130 14:00,0.7297917
20131130 15:00,0.7954217
20131130 16:00,0.7213908
20131130 17:00,0.62701404
20131130 18:00,0.70314825
20131130 19:00,0.7223187
20131130 20:00,0.81700456
20131130 21:00,0.85387766
20131130 22:00,0.83197105
20131130 23:00,0.7753233
20131201 0:00,0.63060606
